College,email,Country
Universidad Autónoma Gabriel René Moreno,uagrm.edu.bo,"Bolivia, Plurinational State of"
Universidad Autónoma Juan Misael Saracho,uajms.edu.bo,"Bolivia, Plurinational State of"
Universidad Juan Misael Saracho,uajms.edu.bo,"Bolivia, Plurinational State of"
Universidad Amazonica de Pando,uapnet.edu.bo,"Bolivia, Plurinational State of"
Universidad Andina Simón Bolivar,uasb.edu.bo,"Bolivia, Plurinational State of"
Universidad Autónoma Tomás Frías,uatf.edu.bo,"Bolivia, Plurinational State of"
"Universidad Católica Boliviana, Cochabamba",ucbcba.edu.bo,"Bolivia, Plurinational State of"
"Universidad Católica Boliviana, La Paz",ucb.edu.bo,"Bolivia, Plurinational State of"
"Universidad Católica Boliviana, Santa Cruz",ucbscz.edu.bo,"Bolivia, Plurinational State of"
"Universidad Católica Boliviana, Tarija",ucbtja.edu.bo,"Bolivia, Plurinational State of"
Universidad de Aquino Bolivia,udabol.edu.bo,"Bolivia, Plurinational State of"
Universidad Los Andes,udelosandes.edu.bo,"Bolivia, Plurinational State of"
Universidad Mayor de San Andrés,umsanet.edu.bo,"Bolivia, Plurinational State of"
Universidad Mayor de San Simón,umss.edu.bo,"Bolivia, Plurinational State of"
Universidad Central,unicen.edu.bo,"Bolivia, Plurinational State of"
Universidad Privada Franz Tamayo (UNIFRANZ),unifranz.edu.bo,"Bolivia, Plurinational State of"
Universidad Empresarial Mateo Kuljis,unikuljis.edu.bo,"Bolivia, Plurinational State of"
Universidad Privada del Valle,univalle.edu,"Bolivia, Plurinational State of"
Universidad Nuestra Senora de La Paz,unslp.edu.bo,"Bolivia, Plurinational State of"
Universidad Nacional Siglo XX Llallagua,unsxx.edu.bo,"Bolivia, Plurinational State of"
Universidad Privada Abierta Latinoamericana,upal.edu,"Bolivia, Plurinational State of"
Universidad Privada Boliviana,upb.edu,"Bolivia, Plurinational State of"
Universidad Domingo Savio,upds.edu.bo,"Bolivia, Plurinational State of"
Universidad Privada de Santa Cruz de la Sierra,upsa.edu.bo,"Bolivia, Plurinational State of"
Universidad Salesiana de Bolivia,usalesiana.edu.bo,"Bolivia, Plurinational State of"
Universidad San Francisco Xavier de Chuquisaca,usfx.edu.bo,"Bolivia, Plurinational State of"
Universidad San Francisco Xavier,usfx.info,"Bolivia, Plurinational State of"
Universidad Técnica de Oruro,uto.edu.bo,"Bolivia, Plurinational State of"
American University,aubih.ba,Bosnia and Herzegovina
International Burch University,ibu.edu.ba,Bosnia and Herzegovina
International University of Sarajevo,ius.edu.ba,Bosnia and Herzegovina
International University of Travnik,iu-travnik.com,Bosnia and Herzegovina
Sarajevo Film Academy,sfa.ba,Bosnia and Herzegovina
Slobomir P Univerzitet,spu.ba,Bosnia and Herzegovina
University of Mostar,sve-mo.ba,Bosnia and Herzegovina
University of Bihac,unbi.ba,Bosnia and Herzegovina
University of Banja Luka,unibl.org,Bosnia and Herzegovina
"Univerzitet u Mostaru ""Dzemal Bijedic""",unmo.ba,Bosnia and Herzegovina
University of Sarajevo,unsa.ba,Bosnia and Herzegovina
University of East Srarajevo,unssa.rs.ba,Bosnia and Herzegovina
University of Tuzla,untz.ba,Bosnia and Herzegovina
University Vitez In Travnik,unvi.edu.ba,Bosnia and Herzegovina
University of Zenica,unze.ba,Bosnia and Herzegovina
ABM University College,abm.ac.bw,Botswana
Botswana Accountancy College,bac.ac.bw,Botswana
Botswana College of Agriculture,bca.bw,Botswana
Botswana International University of Science & Technology,biust.ac.bw,Botswana
Botho University,bothocollege.ac.bw,Botswana
Gaborone Universal College of Law,guc.co.bw,Botswana
"New Era College of Arts, Science & Technology",neweracollege.ac.bw,Botswana
University of Botswana,ub.bw,Botswana
Centro Universitário Barao de Maua,baraodemaua.br,Brazil
Universidade Braz Cubas,brazcubas.br,Brazil
Universidade Candido Mendes,candidomendes.br,Brazil
Universidade Castelo Branco,castelobranco.br,Brazil
Centro Universitário Claretiano,claretiano.edu.br,Brazil
Centro Regional Universitário de Espiríto Santo do Pinhal,creupi.br,Brazil
EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,emescam.br,Brazil
Universidade Federal de São Paulo,epm.br,Brazil
Universidade Estácio de Sá,estacio.br,Brazil
FAAP - Fundação Armando Alvares Penteado,faap.br,Brazil
Faculdades Integradas Curitiba,faculdadescuritiba.br,Brazil
FAE Business School - Faculdade de Administração e Economia,fae.edu,Brazil
Fundação Educacional de Ituverava,feituverava.com.br,Brazil
Faculdade Integradas do Ceará,fic.br,Brazil
Universidade do Amazonas,fua.br,Brazil
Universidade Regional de Blumenau,furb.rct-sc.br,Brazil
Universidade do Rio Grande,furg.br,Brazil
Instituto Nacional de Matemática Pura e Aplicada - IMPA,impa.br,Brazil
Instituto Tecnológico de Aeronáutica,ita.br,Brazil
Faculdade Italo Brasileira,italo.br,Brazil
Universidade Mackenzie,mackenzie.br,Brazil
Instituto Mauá de Tecnologia,maua.br,Brazil
Centro Universitário Newton Paiva,newtonpaiva.br,Brazil
Universidade de Tocantins,pop-to.rnp.br,Brazil
Pontifícia Universidade Católica de Campinas,puccamp.br,Brazil
Pontifícia Universidade Católica de Minas Gerais,pucminas.br,Brazil
Pontificia Universidade Católica do Paraná,pucpr.br,Brazil
Pontifícia Universidade Católica do Rio de Janeiro,puc-rio.br,Brazil
Pontifícia Universidade Católica do Rio Grande do Sul,pucrs.br,Brazil
Pontifícia Universidade Católica de São Paulo,pucsp.br,Brazil
Universidade São Judas Tadeu,saojudas.br,Brazil
Universidade São Marcos,smarcos.br,Brazil
Centro Universitário Senac,sp.senac.br,Brazil
Universidade Santa Cecília dos Bandeirantes,stcecilia.br,Brazil
Universidade Federal de Roraima,technet.com.br,Brazil
Faculdades Integradas Toledo,toledo.br,Brazil
Universidade Católica de Brasília,ucb.br,Brazil
Universidade Católica de Goiás,ucg.br,Brazil
Universidade Católica de Petrópolis,ucp.br,Brazil
Universidade Católica de Pelotas,ucpel.tche.br,Brazil
Universidade Católica de Salvador,ucsal.br,Brazil
Universidade de Caxias do Sul,ucs.tche.br,Brazil
Universidade do Estado de Santa Catarina,udesc.br,Brazil
Universidade Estadual do Ceará,uece.br,Brazil
Universidade Estadual de Feira de Santana,uefs.br,Brazil
Universidade Estadual de Londrina,uel.br,Brazil
Universidade Estadual do Maranhão,uema.br,Brazil
Universidade Estadual de Maringá,uem.br,Brazil
Universidade Estadual do Norte Fluminense,uenf.br,Brazil
Universidade Estadual da Paraíba,uepb.edu.br,Brazil
Universidade Estadual de Ponta Grossa,uepg.br,Brazil
Universidade do Estado do Rio de Janeiro,uerj.br,Brazil
Universidade do Estado do Rio Grande do Norte,uern.br,Brazil
Universidade Estadual Sudoeste da Bahia,uesb.br,Brazil
Universidade Estadual de Santa Cruz,uesc.br,Brazil
Universidade Estadual do Piauí,uespi.br,Brazil
Universidade Federal do ABC,ufabc.edu.br,Brazil
Universidade Federal do Acre,ufac.br,Brazil
Universidade Federal de Alagoas,ufal.br,Brazil
Universidade Federal da Bahia,ufba.br,Brazil
Universidade Federal do Ceará,ufc.br,Brazil
Universidade Federal de Campina Grande,ufcg.edu.br,Brazil
Universidade Federal do Espírito Santo,ufes.br,Brazil
Universidade Federal Fluminense,uff.br,Brazil
Universidade Federal de Goiás,ufg.br,Brazil
Universidade Federal da Grande Dourados,ufgd.edu.br,Brazil
Universidade Federal de Juiz de Fora,ufjf.br,Brazil
Universidade Federal de Lavras,ufla.br,Brazil
Universidade Federal do Maranhão,ufma.br,Brazil
Universidade Federal de Minas Gerais,ufmg.br,Brazil
Universidade Federal de Mato Grosso do Sul,ufms.br,Brazil
Universidade Federal de Mato Grosso,ufmt.br,Brazil
Universidade Federal de Ouro Preto,ufop.br,Brazil
Universidade Federal do Pará,ufpa.br,Brazil
Universidade Federal da Paraíba,ufpb.br,Brazil
Universidade Federal de Pernambuco,ufpe.br,Brazil
Universidade Federal de Pelotas,ufpel.tche.br,Brazil
Universidade Federal do Piauí,ufpi.br,Brazil
Universidade Federal do Paraná,ufpr.br,Brazil
Universidade Federal do Rio Grande do Sul,ufrgs.br,Brazil
Universidade Federal do Rio de Janeiro,ufrj.br,Brazil
Universidade Federal do Rio Grande do Norte,ufrn.br,Brazil
Universidade Federal Rural de Pernambuco,ufrpe.br,Brazil
Universidade Federal Rural do Rio de Janeiro,ufrrj.br,Brazil
Universidade Federal de Sergipe,ufs.br,Brazil
Universidade Federal de São Carlos,ufscar.br,Brazil
Universidade Federal de Santa Catarina,ufsc.br,Brazil
Universidade Federal de Santa Maria,ufsm.br,Brazil
Universidade Federal de Uberlândia,ufu.br,Brazil
Universidade Federal de Viçosa,ufv.br,Brazil
Universidade Gama Filho,ugf.br,Brazil
Universidade Luterana do Brasil,ulbra.br,Brazil
Universidade de Mogi das Cruzes,umc.br,Brazil
Universidade de Ribeirão Preto,unaerp.br,Brazil
Universidade da Amazônia,unama.br,Brazil
Universidade de Brasília,unb.br,Brazil
Universidade do Estado da Bahia,uneb.br,Brazil
Universidade do Extremo Sul Catarinense,unesc.rct-sc.br,Brazil
Universidade Estadual Paulista,unesp.br,Brazil
Universidade de Guarulhos,ung.br,Brazil
Centro Universitário de Araraquara,uniara.com.br,Brazil
Universidade Bandeirante de São Paulo,uniban.br,Brazil
Universidade Ibirapuera,unib.br,Brazil
Universidade Católica Dom Bosco,unibosco.br,Brazil
Faculdades Integradas do Brasil - UNIBRASIL,unibrasil.com.br,Brazil
Universidade Estadual de Campinas,unicamp.br,Brazil
Universidade Católica de Pernambuco,unicap.br,Brazil
Universidade Camilo Castelo Branco,unicastelo.br,Brazil
Universidade Cidade de São Paulo,unicid.br,Brazil
Universidade de Cruz Alta,unicruz.tche.br,Brazil
Universidade Cruzeiro do Sul,unicsul.br,Brazil
Universidade para o Desenvolvimento do Alto Vale do Itajaí,unidavi.rct-sc.br,Brazil
Universidade Salvador,unifacs.br,Brazil
Universidade Federal do Amapá,unifap.br,Brazil
Universidade de Alfenas,unifenas.br,Brazil
Centro Universitário Serra dos Órgãos,unifeso.edu.br,Brazil
Universidade de Fortaleza,unifor.br,Brazil
Universidade de Franca,unifran.br,Brazil
Universidade de Nova Iguaçu,unig.br,Brazil
Universidade do Grande Rio,unigranrio.br,Brazil
Universidade Regional do Noroeste do Estado do Rio Grande do Sul,unijui.tche.br,Brazil
Universidade de Marília,unimar.br,Brazil
Universidade Metodista de Piracicaba,unimep.br,Brazil
Universidade Metropolitana de Santos,unimes.com.br,Brazil
Centro Universitário Monte Serrat,unimonte.br,Brazil
Universidade Estadual de Montes Claros,unimontes.br,Brazil
Universidade Estadual do Oeste do Paraná,unioeste.br,Brazil
Centro Universitário de João Pessoa,unipe.br,Brazil
Centro Universitário Plinio Leite,unipli.com.br,Brazil
Universidade Paulista,unip-objetivo.br,Brazil
Universidade Federal de Rondônia,unir.br,Brazil
Universidade do Rio de Janeiro,unirio.br,Brazil
Universidade de Santo Amaro,unisa.br,Brazil
Universidade Católica de Santos,unisantos.com.br,Brazil
Universidade de Santa Cruz do Sul,unisc.br,Brazil
Universidade Vale do Rio dos Sinos,unisinos.br,Brazil
Universidade do Sul de Santa Catarina,unisul.br,Brazil
Universidade de Taubaté,unitau.br,Brazil
Universidade Tiradentes,unit.br,Brazil
Universidade de Uberaba,uniube.br,Brazil
Universidade Vale do Rio Doce,univale.br,Brazil
Universidade do Vale do Itajaí,univali.rct-sc.br,Brazil
Universidade Vale do Paraiba,univap.br,Brazil
Universidade Federal do Vale do São Francisco,univasf.edu.br,Brazil
Universidade Salgado de Oliveira,universo.br,Brazil
Universidade do Oeste de Santa Catarina,unoesc.edu.br,Brazil
Universidade do Oeste Paulista,unoeste.br,Brazil
Universidade Potiguar,unp.br,Brazil
Universidade de Pernambuco,upe.br,Brazil
Universidade de Passo Fundo,upf.tche.br,Brazil
Faculdades Integradas UPIS,upis.br,Brazil
Universidade Regional do Cariri,urca.br,Brazil
Universidade da Região da Campanha,urcamp.tche.br,Brazil
Universidade Regional Integrada do Alto Uruguai e das Missões,uri.br,Brazil
Universidade do Sagrado Coração,usc.br,Brazil
Universidade São Francisco,usf.br,Brazil
Universidade de São Paulo,usp.br,Brazil
Universidade Santa Úrsula,usu.br,Brazil
Universidade Veiga de Almeida,uva.br,Brazil
Universidade Estadual do Vale do Acaraú,uvanet.br,Brazil
Universidade de Itaúna,web.prover.com.br,Brazil
Institut Teknologi Brunei,itb.edu.bn,Brunei Darussalam
University of Brunei Darussalam,ubd.edu.bn,Brunei Darussalam
Universiti Islam Sultan Sharif Ali,unissa.edu.bn,Brunei Darussalam
"Academy of Music, Dance and Fine Arts",amti.hit.bg,Bulgaria
American University in Bulgaria,aubg.bg,Bulgaria
Agricultural University of Plovdiv,au-plovdiv.bg,Bulgaria
Bourgas Free University,bfu.bg,Bulgaria
"Bourgas University ""Prof. Assen Zlatarov""",btu.bg,Bulgaria
City University Programs in Bulgaria,cityu.bg,Bulgaria
University of Forestry Sofia,ltu.bg,Bulgaria
Medical University Plovdiv,meduniversity-plovdiv.bg,Bulgaria
"University of Mining and Geology ""St. Ivan Rils""",mgu.bg,Bulgaria
Medical University Pleven,mu-pleven.bg,Bulgaria
Medical University of Sofia,mu-sofia.bg,Bulgaria
Medical University Varna,mu-varna.bg,Bulgaria
"National Academy for Theatre and Film Arts ""Krustju Sarafov""",natfiz.bg,Bulgaria
New Bulgarian University,nbu.bg,Bulgaria
National Academy of Arts,nha-bg.org,Bulgaria
"National Academy of Music ""Pantcho Vladigerov""",nma.bg,Bulgaria
National Sports Academy Sofia,nsa.bg,Bulgaria
Military University Shoumen,pv-ma.bg,Bulgaria
University of Rousse,ru.acad.bg,Bulgaria
"Shoumen University ""Konstantin Preslavski""",shu-bg.net,Bulgaria
"South-West University ""Neofit Rilski""",swu.bg,Bulgaria
Technical University of Gabrovo,tugab.bg,Bulgaria
Technical University of Sofia,tu-sofia.bg,Bulgaria
Technical University of Varna,tu-varna.acad.bg,Bulgaria
"University of Architecture, Civil Engineering and Geodesy",uacg.bg,Bulgaria
University of Chemical Technology and Metallurgy,uctm.edu,Bulgaria
University of Economics Varna,ue-varna.bg,Bulgaria
University of Food Technology,uft-plovdiv.bg,Bulgaria
University of Plovdiv,uni-plovdiv.bg,Bulgaria
"Sofia University ""St. Kliment Ohridski""",uni-sofia.bg,Bulgaria
"Academy of Economics ""Dimitur A. Tscenov""",uni-svishtov.bg,Bulgaria
Trakia University Stara Zagora,uni-sz.bg,Bulgaria
"Veliko Turnovo University ""Cyril and Methodius""",uni-vt.bg,Bulgaria
University of National and World Economy,unwe.acad.bg,Bulgaria
Varna Free University,vfu.bg,Bulgaria
International University College,vumk.eu,Bulgaria
Université de Ouagadougou,univ-ouaga.bf,Burkina Faso
International Theravada Buddhist Missionary University,itbmu.org.mm,Myanmar
Mandalay Technological University,most.gov.mm,Myanmar
Myanmar Aerospace Engineering University,most.gov.mm,Myanmar
Technological University (Banmaw),most.gov.mm,Myanmar
Technological University (Dawei),most.gov.mm,Myanmar
Technological University (Hinthada),most.gov.mm,Myanmar
Technological University (Hmawbi),most.gov.mm,Myanmar
Technological University (Hpaan),most.gov.mm,Myanmar
Technological University (Kalay),most.gov.mm,Myanmar
Technological University (Kyaing Tong),most.gov.mm,Myanmar
Technological University (Kyaukse),most.gov.mm,Myanmar
Technological University (Lashio),most.gov.mm,Myanmar
Technological University (Loikaw),most.gov.mm,Myanmar
Technological University (Magway),most.gov.mm,Myanmar
Technological University (Mandalay),most.gov.mm,Myanmar
Technological University (Maubin),most.gov.mm,Myanmar
Technological University (Mawlamyaing),most.gov.mm,Myanmar
Technological University (Meikhtila),most.gov.mm,Myanmar
Technological University (Monywa),most.gov.mm,Myanmar
Technological University (Myeik),most.gov.mm,Myanmar
Technological University (Myitkyina),most.gov.mm,Myanmar
Technological University (Pakokku),most.gov.mm,Myanmar
Technological University (Pathein),most.gov.mm,Myanmar
Technological University (Pinlon),most.gov.mm,Myanmar
Technological University (Pyay),most.gov.mm,Myanmar
Technological University (Sittwe),most.gov.mm,Myanmar
Technological University (Taunggyi),most.gov.mm,Myanmar
Technological University (Taungoo),most.gov.mm,Myanmar
Technological University (Thanlyin),most.gov.mm,Myanmar
Technological University (West Yangon),most.gov.mm,Myanmar
Technological University (Yangon),most.gov.mm,Myanmar
"University of Computer Studies, Yangon",ucsy.edu.mm,Myanmar
"University of Medicine 1, Yangon",um1ygn.edu.mm,Myanmar
